2065500000,0.000856299
6196500000,0.0000591
10480500000,0.000413386
14611500000,0.00035433
18742500000,0.000324803
22873500000,0.000265748
27157500000,0.000177165
31288500000,0.0000295
35419500000,0.0000591
43834500000,0.0000295
47965500000,0.0000295
52096500000,0.0000295
60511500000,0.0000295
1984500000,0.000878873
5953500000,0.0000606
10069500000,0.000424284
14038500000,0.000363672
18007500000,0.000333366
21976500000,0.000272754
26092500000,0.000181836
30061500000,0.0000303
34030500000,0.0000606
42115500000,0.0000303
46084500000,0.0000303
50053500000,0.0000303
58138500000,0.0000303
1903500000,0.000867073
5710500000,0.0000598
9658500000,0.000418587
13465500000,0.000358789
17272500000,0.00032889
21079500000,0.000269092
25027500000,0.000179394
28834500000,0.0000299
32641500000,0.0000598
40396500000,0.0000299
44203500000,0.0000299
48010500000,0.0000299
55765500000,0.0000299
1822500000,0.001060497
5467500000,0.0000731
9247500000,0.000511964
12892500000,0.000438826
16537500000,0.000402257
20182500000,0.00032912
23962500000,0.000219413
27607500000,0.0000366
31252500000,0.0000731
38677500000,0.0000366
42322500000,0.0000366
45967500000,0.0000366
53392500000,0.0000366
1741500000,0.001219033
5224500000,0.0000841
8836500000,0.000588498
12319500000,0.000504427
15802500000,0.000462392
19285500000,0.00037832
22897500000,0.000252214
26380500000,0.000042
29863500000,0.0000841
36958500000,0.000042
40441500000,0.000042
43924500000,0.000042
51019500000,0.000042
1660500000,0.00132421
4981500000,0.0000913
8425500000,0.000639274
11746500000,0.000547949
15067500000,0.000502287
18388500000,0.000410962
21832500000,0.000273974
25153500000,0.0000457
28474500000,0.0000913
35239500000,0.0000457
38560500000,0.0000457
41881500000,0.0000457
48646500000,0.0000457
1579500000,0.001267773
4738500000,0.0000874
8014500000,0.000612029
11173500000,0.000524596
14332500000,0.00048088
17491500000,0.000393447
20767500000,0.000262298
23926500000,0.0000437
27085500000,0.0000874
33520500000,0.0000437
36679500000,0.0000437
39838500000,0.0000437
46273500000,0.0000437
1498500000,0.001509938
4495500000,0.000104134
7603500000,0.000728936
10600500000,0.000624802
13597500000,0.000572735
16594500000,0.000468601
19702500000,0.000312401
22699500000,0.0000521
25696500000,0.000104134
31801500000,0.0000521
34798500000,0.0000521
37795500000,0.0000521
43900500000,0.0000521
1417500000,0.001879342
4252500000,0.00012961
7192500000,0.000907268
10027500000,0.000777659
12862500000,0.000712854
15697500000,0.000583244
18637500000,0.000388829
21472500000,0.0000648
24307500000,0.00012961
30082500000,0.0000648
32917500000,0.0000648
35752500000,0.0000648
41527500000,0.0000648
1336500000,0.001693101
4009500000,0.000116766
6781500000,0.000817359
